orig.abbr.,redundant,new.abbr.,upper,TERM,DEFINITION ,ARTICLE ID 
IL,x,iL,IL,infralabials,,Khandekar 2021 Hemiphyllodactylus goaensis
IL,x,iL,IL,infralabials,,Khandekar 2021 Hemidactylus tamhiniensis
IL,x,iL,IL,infralabials,,Khandekar 2021 Cnemaspis uttaraghati
IL,x,iL,IL,infralabials,,Agarwal 2021 Cnemaspis krishnagiriensis
IL R/L,x,iL,IL,Infralabials,,Patel 2020 Ophisops Gujarat
Il),x,iL,IL,infralabials,,Ribeiro-Ju?ünior 2021 Alopoglossus
Infra,x,iL,IL,infralabials,counted from the first labial scale to posterior corner of mouth,Do 2021 Cyrtodactylus orlovi
InL,x,iL,IL,infralabials,,Lam 2021 Ahaetulla rufusoculara
XXX,x,iL,IL,infralabials,first labial scale to last labial scale bordering gape ,Amarasinghe 2021 Oligodon tolaki
XXX,x,iL,IL,infralabials,,Fernández 2021 Liolaemus robertmertensi
XXX,x,iL,IL,infralabials,,Le 2021 Pareas southern Vietnam
IL (Dx and Sx),x,iL,IL,No. of infralabials on the right and left sides,,Pizzigalli 2021 Mesalina olivieri.pdf
ILS,x,iL,IL,number of infralabial scales,,Edwards 2011 Diporiphora
INFR,x,iL,IL,Number of infralabial scales (right side),,Marti?ünez-Freiri?üa 2021 Vipera latastei
IL,x,iL,IL,total infralabials,,Purkayastha 2021 Cyrtodactylus northeast India
IL,x,iL,IL,total infralabials,,Kamei 2021 Cyrtodactylus bapme
ILC,,ilc,ILC,infralabial  contact  with  first  pair  of  chin  shields,,Peng 2021 Gonyosoma Hainan
ILL,,ill,ILL,inter-limb length,corresponding to the distance between the insertion of the anterior and posterior limbs,Parrinha 2021 Pedioplanis Angola
IL M,,ilm,ILM,infralabials at midorbital position,needs further definition,Khandekar 2021 Cnemaspis uttaraghati
IL M,x,ilm,ILM,infralabials at midorbital position,needs further definition,Agarwal 2021 Cnemaspis krishnagiriensis
IN,x,in,IN,Inter narial distance,,Patel 2020 Ophisops Gujarat
IN,x,in,IN,inter-narial distance,measured as the distance between the nares ,Chandramouli 2020 Trimeresurus
IN,x,in,IN,internarial distance,least distance between nostrils ,Amarasinghe 2021 Oligodon tolaki
IN,x,in,IN,Internarial distance,distance between nares,Nguyen 2021 Dixonius somchanhae
IN,x,in,IN,internarial distance,,Purkayastha 2021 Cyrtodactylus northeast India
IN,x,in,IN,internarial distance,,Lobo?ün-Rovira 2021 Hemidactylus Angola
IN,x,in,IN,internarial distance,measured between inner borders of nostrils,Liu 2021 Cyrtodactylus Western Yunnan
IN,x,in,IN,internarial distance,,Khandekar 2021 Hemiphyllodactylus goaensis
IN,x,in,IN,internarial distance,,Khandekar 2021 Hemidactylus tamhiniensis
IN,x,in,IN,internarial distance,,Kamei 2021 Cyrtodactylus bapme
IN,x,in,IN,internarial distance,,Khandekar 2021 Cnemaspis uttaraghati
IN,x,in,IN,internarial distance,,Agarwal 2021 Cnemaspis krishnagiriensis
IND,x,in,IN,internarial distance,measured between inner borders of nostrils,Liu 2021 Cyrtodactylus Southern Yunnan
InterN,x,in,IN,internarial distance,measured between the nares across the rostrum,Pauwels 2021 Dixonius_mekongensis
InterN,x,in,IN,internarial distance,measured between the nares across the rostrum,Meesook 2021 Gekko_pradapdao
Internar,x,in,IN,internarial distance,distance between nares ,Do 2021 Cyrtodactylus orlovi
XXX,x,in,IN,internarial distance,shortest distance between dorsal margins of nostrils,"Amarasinghe 2021, Hemidactylus kimbulae"
SnW,x,in,IN,internarial width,"measured between the nares across the rostral and mental scales, respectively",Do 2021 Hemiphyllodactylus dalatensis
INS,x,in,IN,internasal space,the distance between nostrils,Shi 2021 Gloydius Qinghai
IN,x,in,IN,postrostrals or internasals,,Do 2021 Cyrtodactylus orlovi
SnW,x,in,IN,snout width,measured between the external nares.,Agung 2021 Hemiphyllodactylus
XXX,x,in,IN,width of the snout,between the upper margins of the nostrils (but see alternative definitions),Harvey 2021 Gonocephalus Sumatra
INS,,ins,INS,internasal scales,,Khandekar 2021 Hemiphyllodactylus goaensis
IS,x,ins,INS,internasal scales,the number of scales between left and right nasals contacting the rostral scale,Agung 2021 Hemiphyllodactylus
SnS,x,ins,INS,x,the number of scales between the supranasals                                                ,Do 2021 Hemiphyllodactylus dalatensis
IO,,iod,IOD,Inter orbital distance,taken at the posterior margin of orbit ,Patel 2020 Ophisops Gujarat
IO,x,iod,IOD,inter-orbital distance,measured dorsally as the distance between the eyes ,Chandramouli 2020 Trimeresurus
Interorb,x,iod,IOD,interorbital distance,shortest distance between left and right supraciliary scale rows.,Do 2021 Cyrtodactylus orlovi
InterOrb,x,iod,IOD,interorbital distance,measured between the anterior edges of the orbits,Pauwels 2021 Dixonius_mekongensis
InterOrb,x,iod,IOD,interorbital distance,measured between the anterior edges of the orbits,Meesook 2021 Gekko_pradapdao
IO,x,iod,IOD,Interorbital distance,distance between orbits,Nguyen 2021 Dixonius somchanhae
IO,x,iod,IOD,interorbital distance,,Lobo?ün-Rovira 2021 Hemidactylus Angola
IO,x,iod,IOD,interorbital distance,measured across narrowest point of frontal bone,Liu 2021 Cyrtodactylus Western Yunnan
IO,x,iod,IOD,interorbital distance,,Khandekar 2021 Hemiphyllodactylus goaensis
Io,x,iod,IOD,interorbital distance,,Khandekar 2021 Hemidactylus tamhiniensis
IO,x,iod,IOD,interorbital distance,shortest distance between outer margins of supraoculars,Lam 2021 Ahaetulla rufusoculara
IO,x,iod,IOD,interorbital distance,,Khandekar 2021 Cnemaspis uttaraghati
IO,x,iod,IOD,interorbital distance,,Agarwal 2021 Cnemaspis krishnagiriensis
IOD,x,iod,IOD,interorbital distance,measured across narrowest point of frontal bone,Liu 2021 Cyrtodactylus Southern Yunnan
XXX,x,iod,IOD,interorbital distance,shortest distance between the left and right supraciliary scale rows ,"Amarasinghe 2021, Hemidactylus kimbulae"
IOS,x,iod,IOD,interorbital space,the distance between the top margin of eyes,Shi 2021 Gloydius Qinghai
IO,x,iod,IOD,minimum interorbital distance,between left and right supraciliary rows,Purkayastha 2021 Cyrtodactylus northeast India
IO,x,iod,IOD,minimum interorbital distance ,between the left and right supraciliary rows,Kamei 2021 Cyrtodactylus bapme
IO,x,iod*,IOD*,interorbital width,least distance between upper margins of orbits ,Amarasinghe 2021 Oligodon tolaki
IO,x,iod*,IOD*,interorbital width,narrowest width across frontal bone ,Karunarathna 2020 Ceratophora ukuwelai
IOW,x,iod*,IOD*,interorbital width,,Edwards 2011 Diporiphora
InterCilS,,ios,IOS,interorbital scales,rows between supraciliaries,Meesook 2021 Gekko_pradapdao
InterOrbS,x,ios,IOS,interorbital scales,counted across the narrowest point of the frontal bone,Pauwels 2021 Dixonius_mekongensis
InterOrbS,x,ios,IOS,interorbital scales,counted across the narrowest point of the frontal bone,Meesook 2021 Gekko_pradapdao
IOS,x,ios,IOS,Interorbital scales,scales at narrowest point between orbits,Nguyen 2021 Dixonius somchanhae
IOS,x,ios,IOS,interorbital scales,counted along a row between the middle of supraocular scales,Sumontha 2021 Trimeresurus kuiburi
JL,,JL,JL,jaw length,from tip of snout to end of mouth corner,Karunarathna 2020 Ceratophora ukuwelai
JW,,JW,JW,jaw width ,taken ventrally at the retroarticular process of the jaw,Purkayastha 2021 Cyrtodactylus northeast India
JW,x,JW,JW,jaw width ,taken ventrally at the retroarticular process of the jaw,Kamei 2021 Cyrtodactylus bapme
LC,,LC,LC,lip-scale color,,Edwards 2011 Diporiphora
LEI,,LEI,LEI,length of the interparietal,,Ubalde 2021 Liolaemus Peru
FIVL,,LenF4,LENF4,length of digit IV of the manus ,from the proximal apex with digit III to the tip (excluding the claw),Kamei 2021 Cyrtodactylus bapme
DLM ,,LenFx,LENFX,digit length manus,"fork to digit tip, excluding the claw  (needs details - which digit?)",Karunarathna 2020 Ceratophora ukuwelai
XXX,x,LenFx,LENFX,finger length,from tip of claw to the nearest fork,"Amarasinghe 2021, Hemidactylus kimbulae"
TIVL,,LenT4,LENT4,length of digit IV of the pes,from the proximal apex with digit III to the tip (excluding the claw),Kamei 2021 Cyrtodactylus bapme
FTL,x,LenT4,LENT4,length of fourth toe,,Barr 2021 Oligosoma
TOL,x,LenT4*,LENT4*,Length of 4th toe excluding the claw,,Wagner 2021 Acanthocercus margaritae
DLP,,LenTx,LENTX,digit length pes,"fork to digit tip, excluding the claw  (needs details - which digit?)",Karunarathna 2020 Ceratophora ukuwelai
ToeL I-V,x,LenTx,LENTX,length of toes one to five,x = 1 through 5,Meesook 2021 Gekko_pradapdao
XXX,x,LenTx,LENTX,toe length,from tip of claw to the nearest fork,"Amarasinghe 2021, Hemidactylus kimbulae"
F,,LF4,LF4,lamellae under fourth finger,,Ribeiro_Junior 2020 Alopoglossus theodorusi
F,x,LF4,LF4,lamellae under fourth finger,,Ribeiro-Ju?ünior 2021 Alopoglossus
McL,x,LF4,LF4,number of lamellae on Finger IV,,Edwards 2011 Diporiphora
LF4,x,LF4,LF4,subdigital lamellae under the fourth finger,,Zhang 2021 Cyrtodactylus Daweishan
LH,,lh,LH,length of the hand,,Ubalde 2021 Liolaemus Peru
LHSC,,LHSC,LHSC,length that the hemipenes extend in terms of numbers of subcaudal scales,,Lam 2021 Ahaetulla rufusoculara
L,,lor,LOR,loreal,,Ribeiro_Junior 2020 Alopoglossus theodorusi
L,x,lor,LOR,loreal,,Ribeiro-Ju?ünior 2021 Alopoglossus
LoR,x,lor,LOR,loreal,,Qi 2021 Elaphe xiphodonata
Lor,x,lor,LOR,loreal,,Peng 2021 Gonyosoma Hainan
XXX,x,lor,LOR,loreal,present or absent ,Weinell 2020 Calamaria alcalai
LO R/L,x,lor,LOR,Loreals,,Patel 2020 Ophisops Gujarat
Lor,x,lor,LOR,loreals,,Liu 2021 Gonyosoma
LOR,x,LOR,LOR,Number of loreal scales (right side),,Marti?ünez-Freiri?üa 2021 Vipera latastei
LSBI,,lsbi,LSBI,length of suture between internasals,,Li 2021 Achalinus dehuaensis
LSBP,,lsbp,LSBP,length of suture between the prefrontals,,Li 2021 Achalinus dehuaensis
LT,,LT,LT,"Longest toe 4th, equal, 3rd",,Wagner 2021 Acanthocercus margaritae
Lam,,LT4,LT4,lamellae ,beneath the fourth toe,Pizzigalli 2021 Mesalina olivieri.pdf
T,x,LT4,LT4,lamellae under fourth toe,,Ribeiro_Junior 2020 Alopoglossus theodorusi
T,x,LT4,LT4,lamellae under fourth toe,,Ribeiro-Ju?ünior 2021 Alopoglossus
MtL,x,LT4,LT4,number of lamellae on Toe IV,,Edwards 2011 Diporiphora
SubLT4,x,LT4,LT4,number of subdigital lamellae beneath 4th toe,,Pauwels 2021 Dixonius_mekongensis
LT4,x,LT4,LT4,subdigital lamellae under the fourth toe,,Zhang 2021 Cyrtodactylus Daweishan
LTS,,lts,LTS,Lower tail scales,"smooth, feebly keeled, keeled OR count",Wagner 2021 Acanthocercus margaritae
LV,,LV,LV,Length of cloaca crevice,largest size,Patel 2020 Ophisops Gujarat
MW,,mbw,MBW,midbody width,,Hamdan 2015 Chironius flavolineatus brazili
McL,,McL,MCL,metacarpal length,,Edwards 2011 Diporiphora
MH,,mh,MH,midbody height,,Hamdan 2015 Chironius flavolineatus brazili
MenL,,ml,ML,length of the mental,,Meesook 2021 Gekko_pradapdao
ML,x,ml,ML,maximum mental length,,Purkayastha 2021 Cyrtodactylus northeast India
ML,x,ml,ML,maximum mental length,,Kamei 2021 Cyrtodactylus bapme
ML,x,ml,ML,mental length,,Liu 2021 Cyrtodactylus Southern Yunnan
ML,,mol,MOL,Mouth length,(ml = mental length),Marti?ünez-Freiri?üa 2021 Vipera latastei
MSR,,MSR,MSR,number of scale rows around midbody,,Meesook 2021 Gekko_pradapdao
Mb,x,MSR,MSR,scale rows around the midbody,,Ribeiro_Junior 2020 Alopoglossus theodorusi
Mb,x,MSR,MSR,scale rows around them midbody,"scale rows around the tail, immediately posterior to the cloaca",Ribeiro-Ju?ünior 2021 Alopoglossus
MS,x,MSR,MSR,scales around midbody,,Zhang 2021 Cyrtodactylus Daweishan
MT,,mt,MT,maxillary teeth,,Lam 2021 Ahaetulla rufusoculara
MtL,,MtL,MTL,metatarsal length,,Edwards 2011 Diporiphora
mTMP,,mTMP,MTMP,middle temporals,,Li 2021 Achalinus dehuaensis
V,,MVSR,MVSR,longitudinal ventral scale rows,counted across the belly between the ventrolateral folds at midbody,Liu 2021 Cyrtodactylus Southern Yunnan
MVSR,x,MVSR,MVSR,mid-body scale rows across the belly,,Khandekar 2021 Cnemaspis uttaraghati
MVSR,x,MVSR,MVSR,mid-body scale rows across the belly,,Agarwal 2021 Cnemaspis krishnagiriensis
MVSR,x,MVSR,MVSR,mid-body ventral scale rows,,Khandekar 2021 Hemidactylus tamhiniensis
MVSR,x,MVSR,MVSR,mid-ventral scale rows,counted between ventrolateral folds,Purkayastha 2021 Cyrtodactylus northeast India
MVSR,x,MVSR,MVSR,mid-ventral scale rows,counted between the ventrolateral folds,Kamei 2021 Cyrtodactylus bapme
MVSR,x,MVSR,MVSR,midbody ventral scale rows,,Liu 2021 Cyrtodactylus Western Yunnan
MW,,mw,MW,maximum mental width,single or pair ?,Purkayastha 2021 Cyrtodactylus northeast India
MW,x,mw,MW,maximum mental width,,Kamei 2021 Cyrtodactylus bapme
MW,x,mw,MW,mental width,,Liu 2021 Cyrtodactylus Southern Yunnan
MenW,x,mw,MW,width of the mental,,Meesook 2021 Gekko_pradapdao
NCS,,NCS,NCS,Number of collar scales,on ventral side  ,Patel 2020 Ophisops Gujarat
Neck,,Neck,NECK,scales on sides of neck,in transverse rows ??? (need better acronym and definition),Ribeiro_Junior 2020 Alopoglossus theodorusi
Neck,x,Neck,NECK,scales on sides of neck,in transverse rows,Ribeiro-Ju?ünior 2021 Alopoglossus
NeckW,,neckw,NECKW,maximum width of neck,,Meesook 2021 Gekko_pradapdao
ACC,x,neckw,NECKW,neck width,,Ubalde 2021 Liolaemus Peru
NL,,nl,NL,Length of neck,distance between posterior edge of tympanum and shoulder joint ,Patel 2020 Ophisops Gujarat
NL,x,nl,NL,neck length,from the posterior margin of the tympanic aperture to the anterior margin of the forelimb,Ribeiro_Junior 2020 Alopoglossus theodorusi
NL,x,nl,NL,neck length,from the posterior margin of the tympanic aperture to the anterior margin of the forelimb,Ribeiro-Ju?ünior 2021 Alopoglossus
NS1,,ns,NS,Nasal scale,on or below the canthus rostralis,Wagner 2021 Acanthocercus margaritae
NS2,x,ns,NS,Nasal scale,smooth or keeled,Wagner 2021 Acanthocercus margaritae
NS3,x,ns,NS,Nasal scale,round or pear-shaped,Wagner 2021 Acanthocercus margaritae
NS4,x,ns,NS,Nasal scale,flat or convex,Wagner 2021 Acanthocercus margaritae
XXX,x,ns,NS,nasal scale,"completely divided, incompletely divided, or undivided",Weinell 2020 Calamaria alcalai
XXX,x,ns,NS,nasal scales ,,Weinell 2020 Calamaria alcalai
XXX,x,ns,NS,"nasal scales surrounding nare, from rostral to labial","excluding the rostral and labials, i.e. nasorostral,",Zhang 2021 Cyrtodactylus Daweishan
NS,x,ns,NS,nuchal spine number,,Edwards 2011 Diporiphora
NSP,,nsp,NSP,nuchal spine position,,Edwards 2011 Diporiphora
NTS,,NTS,NTS,No. of rows of temporal granulae,average of left and right side,Pizzigalli 2021 Mesalina olivieri.pdf
NW,,nw,NW,nostril width,,Edwards 2011 Diporiphora
OD,,od,OD,orbit diameter,,Purkayastha 2021 Cyrtodactylus northeast India
OD,x,od,OD,orbit diameter,,Kamei 2021 Cyrtodactylus bapme
OD,x,od,OD,orbit diameter,horizontal diameter of orbit,Riyanto 2021 Cyrtodactylus hamidyi
OrbD,x,od,OD,orbit diameter,the greatest horizontal diameter of the orbit,Pauwels 2021 Dixonius_mekongensis
OrbD,x,od,OD,orbit diameter,the greatest horizontal diameter of the orbit,Meesook 2021 Gekko_pradapdao
OD,x,od,OD,orbital diameter,great-est diameter of orbit,Do 2021 Cyrtodactylus orlovi
OD,x,od,OD,orbital diameter,greatest diameter of orbit,Karunarathna 2020 Ceratophora ukuwelai
OD,x,od,OD,orbital diameter,,Lobo?ün-Rovira 2021 Hemidactylus Angola
OS,,OS,OS,number of ocular scales around ocular area,,Zhang 2021 Cyrtodactylus Daweishan
OTS,,ots,OTS,Outer tail scales thorn like,"not thorn like, strongly thorn like",Wagner 2021 Acanthocercus margaritae
Pairs,,pairs,PAIRS,pairs of chin shields,,Ribeiro_Junior 2020 Alopoglossus theodorusi
Pairs,x,pairs,PAIRS,pairs of chin shields,,Ribeiro-Ju?ünior 2021 Alopoglossus
PAL,,pal,PAL,palm length,from ankle to tip of fourth toe ,Karunarathna 2020 Ceratophora ukuwelai
PAL,x,pal,PAL,palm length,measured from the wrist to the tip of fnger III,Chandramouli 2021 Nicobar Gekko
XXX,x,pal,PAL,palm length,from wrist [carpus] to distal tip of longest finger,"Amarasinghe 2021, Hemidactylus kimbulae"
PARIET,,PARIET,PARIET,Fragmentation of the parietal plates (partial / total),add other states of parietal,Marti?ünez-Freiri?üa 2021 Vipera latastei
XXX,,PaS,PAS,parietal scales,pair of parietals absent or present,Weinell 2020 Calamaria alcalai
XXX,x,PaS,PAS,parietal scales,,Weinell 2020 Calamaria alcalai
PAT,,PAT,PAT,postcloacal tubercles,number of tubercles on each side of postcloacal region,Liu 2021 Cyrtodactylus Southern Yunnan
PAT ,x,PAT,PAT,postcloacal tubercles,,Zhang 2021 Cyrtodactylus Daweishan
PAT  ,x,PAT,PAT,postcloacal tubercles,,Do 2021 Cyrtodactylus orlovi
XXX,x,PAT,PAT,postcloacal tubercles (spur) ,,"Amarasinghe 2021, Hemidactylus kimbulae"
PAS,,PAuS,PAUS,postauricular spine number,,Edwards 2011 Diporiphora
PcP,,pcp,PCP,precloacal pores,,Purkayastha 2021 Cyrtodactylus northeast India
PcP,x,pcp,PCP,precloacal pores,,Liu 2021 Cyrtodactylus Western Yunnan
PcP,x,pcp,PCP,precloacal pores,a continuous series of pore-bearing scales on the precloacal region that does not extend onto the thighs,Kamei 2021 Cyrtodactylus bapme
PP,x,pcp,PCP,precloacal pores,,Wagner 2021 Acanthocercus margaritae
PP,x,pcp,PCP,precloacal pores,,Liu 2021 Cyrtodactylus Southern Yunnan
PP,x,pcp,PCP,precloacal pores,,Khandekar 2021 Hemiphyllodactylus goaensis
PP,x,pcp,PCP,precloacal pores,,Khandekar 2021 Cnemaspis uttaraghati
PP,x,pcp,PCP,precloacal pores,,Agarwal 2021 Cnemaspis krishnagiriensis
PP ,x,pcp,PCP,Precloacal pores,,Nguyen 2021 Dixonius somchanhae
PrePo,x,pcp,PCP,precloacal pores,,Pauwels 2021 Dixonius_mekongensis
PrePo,x,pcp,PCP,precloacal pores,,Meesook 2021 Gekko_pradapdao
PP                            ,x,pcp,PCP,precloacal pores in males,,Do 2021 Cyrtodactylus orlovi
PcFP,x,pcp,PCP,precloacofemoral pores,,Purkayastha 2021 Cyrtodactylus northeast India
PcFP,x,pcp,PCP,precloacofemoral pores,,Liu 2021 Cyrtodactylus Western Yunnan
PcFP,x,pcp,PCP,precloacofemoral pores, a continuous series of pore-bearing scales that extends from the precloacal region onto the thighs,Kamei 2021 Cyrtodactylus bapme
PCS,,PCS,PCS,post cloacal spurs,,Kamei 2021 Cyrtodactylus bapme
PERIOC,,PERIOC,PERIOC,Number of periocular scales (right side),,Marti?ünez-Freiri?üa 2021 Vipera latastei
PO,,pinw,PINW,Pineal window visible,not visible,Wagner 2021 Acanthocercus margaritae
XXX,,PM,PM,postmental scales,,"Amarasinghe 2021, Hemidactylus kimbulae"
PM,x,PM,PM,postmentals,"scales bordering mental shield, except infralabials",Liu 2021 Cyrtodactylus Southern Yunnan
PM                      ,x,PM,PM,postmentals,,Do 2021 Cyrtodactylus orlovi
XXX,,PM2,PM2,secondary postmentals,,"Amarasinghe 2021, Hemidactylus kimbulae"
XXX,,PM3,PM3,tertiary postmentals,needs definition,"Amarasinghe 2021, Hemidactylus kimbulae"
XXX,,PM4,PM4,quaternary postmentals,,"Amarasinghe 2021, Hemidactylus kimbulae"
PMIL,,PMIL,PMIL,maximum length of inner postmental,,Purkayastha 2021 Cyrtodactylus northeast India
PMIL,x,PMIL,PMIL,maximum length of inner postmental,,Kamei 2021 Cyrtodactylus bapme
PMIIL,,PMOL,PMOL,maximum length of outer postmental,,Purkayastha 2021 Cyrtodactylus northeast India
PMIIL,x,PMOL,PMOL,maximum length of outer postmental,,Kamei 2021 Cyrtodactylus bapme
PO,,po,PO,postocular,number of scales touching posterior side of the orbit,Lam 2021 Ahaetulla rufusoculara
PosOc,x,po,PO,Postocular,,Ganesh 2021 Boiga whitakeri
PtO,x,po,PO,postocular counts,,Peng 2021 Gonyosoma Hainan
PosOc,x,po,PO,postocular scale(s),,Sumontha 2021 Trimeresurus kuiburi
XXX,x,po,PO,postocular scales ,,Weinell 2020 Calamaria alcalai
Po,x,po,PO,postoculars,,Ribeiro_Junior 2020 Alopoglossus theodorusi
Po,x,po,PO,postoculars,,Ribeiro-Ju?ünior 2021 Alopoglossus
PostOc,x,po,PO,postoculars,,Liu 2021 Gonyosoma
PtO,x,po,PO,postoculars,,Qi 2021 Elaphe xiphodonata
XXX,x,po,PO,postoculars,,Le 2021 Pareas southern Vietnam
PreAn,,PreAn,PREAN,preanal plate,attributes such as divided?,Peng 2021 Gonyosoma Hainan
PrC,x,PreAn,PREAN,precloacal plate,,Qi 2021 Elaphe xiphodonata
Prec,x,PreAn,PREAN,precloacal plate,,Liu 2021 Gonyosoma
XXX,x,PreAn,PREAN,precloacal scale,divided or undivided,Weinell 2020 Calamaria alcalai
PreV,,prev,PREV,number of preventrals ,"directly preceding the ventrals, unpaired, wider than long but not in contact on each side with the 1st dorsal scale row",Sumontha 2021 Trimeresurus kuiburi
PreOc ,,pro,PRO,Preocular,,Ganesh 2021 Boiga whitakeri
PrO,x,pro,PRO,preocular,,Peng 2021 Gonyosoma Hainan
PrO,x,pro,PRO,preocular,,Lam 2021 Ahaetulla rufusoculara
XXX,x,pro,PRO,preocular scale,present or absent,Weinell 2020 Calamaria alcalai
XXX,x,pro,PRO,preocular scale,,Weinell 2020 Calamaria alcalai
PreOc,x,pro,PRO,preoculars,,Liu 2021 Gonyosoma
PrO,x,pro,PRO,preoculars,,Qi 2021 Elaphe xiphodonata
PrSO,,PrSO,PRSO,presubocular,,Lam 2021 Ahaetulla rufusoculara
PrV,,PrV,PRV,preventral scales,needs definition,Qi 2021 Elaphe xiphodonata
PTem,,pTMP,PTMP,number of posterior temporals,,Liu 2021 Gonyosoma
pTMP,x,pTMP,PTMP,posterior temporals,,Qi 2021 Elaphe xiphodonata
pTMP,x,pTMP,PTMP,posterior temporals,,Li 2021 Achalinus dehuaensis
PTP,x,pTMP,PTMP,posterior temporals,number of scales behind anterior temporals between posterior,Lam 2021 Ahaetulla rufusoculara
XXX,x,pTMP,PTMP,posterior temporals,,Le 2021 Pareas southern Vietnam
PV,,pv,PV,Paravertebral scales,number of scales in a paravertebral row from first scale posterior to parietal scale to last scale at the level of vent opening,Nguyen 2021 Dixonius somchanhae
PV,x,pv,PV,paravertebral scales,number of scales in a paravertebral row from first scale posterior to parietal scale to last scale at the level of vent opening,Pauwels 2021 Dixonius_mekongensis
PV’,x,pv,PV,Paravertebral scales,scales in a row between limb insertions,Nguyen 2021 Dixonius somchanhae
PV’,x,pv,PV,paravertebral scales,in a row between limb insertions,Pauwels 2021 Dixonius_mekongensis
PVS,,pvs,PVS,paravertebral scale keeling,"keeled or smooth, other attributes, count ???",Edwards 2011 Diporiphora
ParaTub,x,pvt,PVT,number of paravertebral tubercles between the limbs insertions,counted in a straight line immediately left of the vertebral column,Meesook 2021 Gekko_pradapdao
PVT,x,pvt,PVT,paravertebral tubercles,tubercles along paravertebral counted between postaxial margin of arm and pre-axial margin of leg,Riyanto 2021 Cyrtodactylus hamidyi
PVT,x,pvt,PVT,paravertebral tubercles,,Liu 2021 Cyrtodactylus Western Yunnan
PVT,x,pvt,PVT,paravertebral tubercles,counted in a single paravertebral row from the level of the forelimb insertions to the level of the hind limb insertion,Liu 2021 Cyrtodactylus Southern Yunnan
PVT,x,pvt,PVT,paravertebral tubercles,,Khandekar 2021 Hemidactylus tamhiniensis
PVT,x,pvt,PVT,paravertebral tubercles,,Khandekar 2021 Cnemaspis uttaraghati
PVT,x,pvt,PVT,paravertebral tubercles,,Agarwal 2021 Cnemaspis krishnagiriensis
PVT1,x,pvt,PVT,paravertebral tubercles, counted from the most anterior tubercle on the occiput to the mid-sacrum,Kamei 2021 Cyrtodactylus bapme
PVT,x,pvt,PVT,paravertebral tubercles on the trunk only,counted between the level of the axilla and the level of the groin,Purkayastha 2021 Cyrtodactylus northeast India
PVT2,x,pvt,PVT,paravertebral tubercles on the trunk only,counted between the level of the axilla and the level of the groin,Kamei 2021 Cyrtodactylus bapme
RAL,,RAL,RAL,rostral appendage length,distance between tip of snout and tip of horn,Karunarathna 2020 Ceratophora ukuwelai
RBwPV,,RBwPV,RBWPV,regularity of scales between PV rows,,Edwards 2011 Diporiphora
RD,,RD,RD,rostro–orbital distance,,Hamdan 2015 Chironius flavolineatus brazili
RH,,rh,RH,maximum rostral height,,Qi 2021 Elaphe xiphodonata
RH,x,RH,RH,rostral height,,Liu 2021 Cyrtodactylus Southern Yunnan
RL,,rl,RL,maximum rostral length,???,Purkayastha 2021 Cyrtodactylus northeast India
RL,x,rl,RL,maximum rostral length,???,Kamei 2021 Cyrtodactylus bapme
ROWS,,ROWS,ROWS,Scale row between periocular and supraocular scales(complete / incomplete),,Marti?ünez-Freiri?üa 2021 Vipera latastei
RPP,,RPP,RPP,rows of precloacal pores,needs definition,Wagner 2021 Acanthocercus margaritae
RPVS,,RPVS,RPVS,regularity of paravertebral scale keeling,,Edwards 2011 Diporiphora
LAR,x,rul,RUL,length of the radius,,Ubalde 2021 Liolaemus Peru
RUL,x,rul,RUL,Radius-ulna length,,Wagner 2021 Acanthocercus margaritae
RW,,rw,RW,maximum rostral width,,Qi 2021 Elaphe xiphodonata
RW,x,rw,RW,maximum rostral width,,Purkayastha 2021 Cyrtodactylus northeast India
RW,x,rw,RW,maximum rostral width,,Kamei 2021 Cyrtodactylus bapme
RosW,x,rw,RW,maximum width of the rostral,,Meesook 2021 Gekko_pradapdao
RW,x,rw,RW,rostral  width,,Peng 2021 Gonyosoma Hainan
RW,x,rw,RW,rostral width,,Liu 2021 Cyrtodactylus Southern Yunnan
SA,,sa,SA,snout to axilla,distance between axilla and tip of snout,Karunarathna 2020 Ceratophora ukuwelai
SF,x,sa,SA,snout to axilla,the junction of the posterior margin of the forelimb with the body wall,Barr 2021 Oligosoma
SAB,,SAB,SAB,scales around body,check definition,Fernández 2021 Liolaemus robertmertensi
SAL,,sal,SAL,Snout–arm length,from snout to anterior insertion of forelimb,Wagner 2021 Acanthocercus margaritae
SAUS,,SAUS,SAUS,secondary upper auricular spine number,,Edwards 2011 Diporiphora
SB PP&FP,,SB PP&FP,SB PP&FP,poreless scales between precloacal and femoral pores,abbreviation may need simplification,Khandekar 2021 Cnemaspis uttaraghati
SB FP,,SBFP,SBFP,poreless scales between femoral pores,,Khandekar 2021 Cnemaspis uttaraghati
SBFP,x,SBFP,SBFP,poreless scales between femoral pores,,Khandekar 2021 Hemidactylus tamhiniensis
SBFP,x,SBFP,SBFP,Scale between Femoral pores,,Patel 2020 Ophisops Gujarat
Sbo,,Sbo,SBO,suboculars,,Ribeiro_Junior 2020 Alopoglossus theodorusi
Sbo,x,Sbo,SBO,suboculars,,Ribeiro-Ju?ünior 2021 Alopoglossus
SBPP,,SBPP,SBPP,poreless scales between precloacal pores,,Agarwal 2021 Cnemaspis krishnagiriensis
SBT,,SBT,SBT,Scales between last tail spine,,Wagner 2021 Acanthocercus margaritae
